,age,income,frq,rcn,mnt,clothes,kitchen,small_appliances,toys,house_keeping,dependents,per_net_purchase,gender,education,status,description
308,1937,107579,30,55,1344,18,33,45,2,2,0,20,M,2nd Cycle,Widow,OK nice!
309,1970,58524,15,39,149,87,1,11,1,1,1,72,M,Graduation,Married,OK nice!
310,1975,45836,11,55,91,69,1,25,3,2,1,58,M,Graduation,Married,Meh...
311,1951,82433,33,48,1276,59,5,29,3,4,1,34,M,Graduation,Married,Take my money!!
312,1945,104414,41,48,1983,45,8,33,7,7,0,17,M,Master,Together,OK nice!
313,1988,30263,11,26,68,37,6,55,1,0,1,55,M,Graduation,Married,Meh...
314,1964,73913,15,11,294,80,0,9,3,8,1,40,M,2nd Cycle,Divorced,Meh...
315,1966,56250,9,29,66,78,1,18,1,2,1,49,M,Graduation,Single,Meh...
316,1960,86928,27,34,953,78,2,19,1,0,1,31,M,Graduation,Married,Take my money!!
317,1969,71873,18,45,343,81,4,12,1,2,1,56,M,Graduation,Married,OK nice!
318,1957,87314,16,29,482,51,4,26,6,14,1,31,M,Graduation,Together,Kind of OK
319,1938,111370,31,7,1474,36,8,46,7,3,0,12,F,Graduation,Married,OK nice!
320,1985,44774,9,438,18,64,2,29,3,2,1,74,M,Master,Married,OK nice!
321,1941,109401,31,51,1472,63,2,33,1,1,0,9,M,Master,Together,Take my money!!
322,1983,38170,10,91,91,33,21,29,9,8,0,38,M,Graduation,Single,Meh...
323,1992,33029,12,1,120,16,18,40,10,15,1,49,M,Graduation,Married,OK nice!
324,1973,60920,11,43,150,42,0,36,11,11,1,48,F,2nd Cycle,Married,Meh...
325,1980,47521,13,11,151,42,2,45,4,6,1,56,M,Graduation,Married,Kind of OK
326,1945,111562,36,29,1725,7,36,52,4,2,0,17,F,1st Cycle,Married,OK nice!
327,1983,41905,13,32,95,21,6,52,6,15,1,58,M,Graduation,Single,OK nice!
328,1995,27416,8,196,19,43,16,29,10,2,1,45,F,1st Cycle,Married,Meh...
329,1954,85722,22,26,769,22,25,29,19,5,1,30,F,2nd Cycle,Widow,Meh...
330,1962,71224,11,72,187,84,1,14,1,0,1,32,F,Graduation,Together,OK nice!
331,1949,93328,19,4,656,22,9,38,14,17,0,19,M,Graduation,Widow,Kind of OK
332,1992,30954,13,54,74,20,5,40,12,23,,74,M,Graduation,Single,OK nice!
333,1971,59518,5,13,33,41,5,43,3,8,1,38,M,2nd Cycle,Married,Meh...
334,1946,92465,24,86,1017,46,5,32,10,8,0,8,M,Graduation,Divorced,OK nice!
335,1982,36084,14,86,94,51,2,32,2,13,1,82,F,Graduation,Married,Meh...
336,1984,42569,11,42,41,63,4,29,1,4,1,68,F,PhD,Married,Kind of OK
337,1956,68419,9,45,181,38,16,22,7,17,0,28,M,2nd Cycle,Together,Meh...
338,1965,62464,24,73,605,82,1,15,1,1,,61,F,Graduation,Single,Meh...
339,1957,81033,23,59,776,78,0,20,1,1,1,27,M,PhD,Divorced,Meh...
340,1953,83884,15,52,397,34,12,25,3,25,1,33,M,1st Cycle,Married,Meh...
341,1970,64493,13,26,117,62,1,29,6,2,1,59,M,Graduation,Together,Meh...
342,1936,110907,43,7,2167,32,8,48,6,6,0,11,M,Graduation,Married,OK nice!
343,1951,104170,29,89,1213,77,2,19,1,2,1,31,M,PhD,Divorced,OK nice!
344,1953,102375,24,35,775,43,12,22,14,10,,41,M,Master,Married,OK nice!
345,1971,61191,8,4,90,21,20,35,9,15,0,38,M,1st Cycle,Married,OK nice!
346,1942,108936,47,98,2348,24,21,33,9,13,0,15,M,Graduation,Together,OK nice!
347,1965,79867,28,75,832,78,2,13,0,7,1,57,F,2nd Cycle,Married,Take my money!!
348,1976,59316,5,13,40,36,6,34,20,4,1,44,M,Graduation,,Kind of OK
349,1951,106430,32,6,1465,57,5,26,6,5,1,19,M,Graduation,Together,OK nice!
350,1944,92560,21,91,838,16,24,39,14,7,0,14,M,2nd Cycle,Together,Meh...
351,1980,36286,11,50,75,41,7,30,9,13,1,40,M,Graduation,Together,Kind of OK
352,1957,67177,14,94,258,62,13,16,3,6,1,38,F,Graduation,Single,Kind of OK
353,1959,70669,11,51,218,27,32,28,7,6,1,40,M,Master,Together,Meh...
354,1956,77385,26,16,892,71,7,12,7,3,1,31,F,Graduation,Single,Take my money!!
355,1992,37315,10,1,34,6,30,32,3,29,1,74,M,Graduation,Single,Meh...
356,1952,105186,32,95,1283,74,5,15,2,4,1,30,M,2nd Cycle,Together,OK nice!
357,1980,41916,10,24,28,48,0,45,3,4,1,69,F,Graduation,Single,OK nice!
358,1942,89267,23,46,956,29,17,32,14,8,0,12,F,2nd Cycle,Married,Kind of OK
359,1960,82915,20,38,596,86,0,14,0,0,1,40,M,PhD,Single,Kind of OK
360,1987,23209,9,295,12,56,6,31,2,5,1,70,F,Graduation,Together,OK nice!
361,1943,86395,20,53,706,36,5,49,6,4,0,23,F,Graduation,Together,Kind of OK
362,1979,67552,22,64,436,72,2,24,1,1,1,62,M,Graduation,Married,Kind of OK
363,1995,35790,8,38,19,4,40,18,33,5,0,56,M,1st Cycle,,Meh...
364,1962,64449,22,81,437,85,1,9,4,1,1,65,M,1st Cycle,Together,Meh...
365,1956,85132,27,34,1017,53,5,30,11,0,1,29,M,Graduation,Married,OK nice!
366,1938,105880,39,27,1859,37,6,47,8,2,0,12,M,Graduation,Married,Take my money!!
367,1969,64185,10,75,122,74,1,17,4,4,1,53,M,Graduation,Married,Kind of OK
368,1971,68448,12,74,147,66,1,28,2,3,1,52,M,2nd Cycle,Together,Meh...
369,1979,60288,6,396,19,33,7,37,12,11,1,49,M,Graduation,Single,Meh...
370,1939,137338,43,16,2167,57,1,34,2,6,0,18,M,Graduation,Single,OK nice!
371,1936,128392,42,16,2104,85,1,11,1,2,0,24,F,PhD,Single,OK nice!
372,1961,85351,20,56,437,93,0,7,0,0,1,59,F,PhD,Married,Kind of OK
373,1947,113050,36,23,1797,23,6,34,19,18,0,11,F,Graduation,Widow,Take my money!!
374,1945,87276,36,28,1723,46,3,30,4,17,0,12,M,Graduation,Married,OK nice!
375,1942,102896,46,7,2348,73,4,19,3,1,0,13,M,Graduation,Married,Take my money!!
376,1963,72464,10,51,90,78,1,18,1,1,1,60,M,Graduation,Together,OK nice!
377,1989,34304,7,538,12,26,20,31,7,16,1,58,F,Graduation,Single,Meh...
378,1940,122984,51,35,2467,64,2,30,1,3,0,16,M,2nd Cycle,Widow,OK nice!
379,1963,91684,31,5,1083,86,1,11,1,1,1,53,F,Graduation,Married,OK nice!
380,1988,31286,14,73,84,17,7,46,14,16,1,69,F,1st Cycle,Single,Meh...
381,1947,98761,35,64,1607,55,4,19,7,15,0,20,M,Graduation,Single,Take my money!!
382,1964,71805,17,25,300,55,9,18,8,10,1,55,M,1st Cycle,Single,Meh...
383,1966,80227,26,53,769,94,0,5,0,0,1,57,M,PhD,Divorced,OK nice!
384,1987,48096,6,71,21,22,4,22,19,33,1,61,F,Graduation,Married,Kind of OK
385,1982,67981,25,38,591,55,2,36,3,4,1,70,M,PhD,Single,Meh...
386,1940,113102,31,69,1402,40,20,20,8,12,0,33,M,1st Cycle,Widow,Take my money!!
387,1950,110837,51,90,2286,93,1,6,0,0,0,37,F,Graduation,Married,OK nice!
388,1969,51999,8,2,41,91,0,8,1,0,,49,F,Graduation,Divorced,Meh...
389,1959,78148,8,45,147,52,15,23,4,6,1,27,M,Graduation,Married,OK nice!
390,1986,47720,10,54,65,19,10,31,36,3,1,59,M,OldSchool,Single,Meh...
391,1958,85208,14,60,348,37,3,26,33,1,1,39,M,Graduation,Together,Meh...
392,1967,60745,23,49,592,51,5,30,6,7,0,49,M,1st Cycle,Together,Kind of OK
393,1942,105478,43,21,2170,67,1,24,7,1,0,10,F,Graduation,Widow,Take my money!!
394,1972,57357,9,46,69,52,6,25,8,9,1,51,F,Graduation,Together,Kind of OK
395,1944,94709,22,66,823,33,4,44,9,10,0,19,M,Graduation,Widow,Kind of OK
396,1972,70021,12,41,223,46,1,36,7,11,1,49,F,2nd Cycle,Married,Meh...
397,1961,56056,11,38,117,91,1,7,1,1,1,39,M,Master,Married,Meh...
398,1964,94628,29,75,1023,87,0,11,2,0,1,51,F,Graduation,Married,OK nice!
399,1953,89653,27,71,953,62,7,22,2,7,,40,M,Graduation,Widow,OK nice!
400,1960,80050,14,72,339,72,1,23,3,1,1,37,F,Graduation,Married,Meh...
401,1980,60086,17,47,219,66,1,29,3,1,1,77,M,Graduation,Single,OK nice!
402,1990,31302,13,39,118,33,13,46,2,7,1,56,M,Graduation,Single,OK nice!
403,1975,46623,15,11,217,73,3,21,3,1,1,43,F,Graduation,Together,OK nice!
404,1992,28034,8,63,33,29,5,32,21,13,1,28,M,Graduation,Married,Meh...
405,1994,36977,10,16,37,2,19,16,56,7,1,70,M,1st Cycle,Single,Meh...
406,1959,84327,23,60,761,78,4,12,3,3,1,33,M,Master,Together,OK nice!
407,1984,42248,8,31,19,63,4,30,2,1,1,66,F,Master,Married,Kind of OK
408,1953,88081,21,49,707,56,8,33,0,3,1,27,M,Graduation,Married,OK nice!
409,1960,69523,13,22,183,71,3,20,4,2,1,61,M,1st Cycle,Together,OK nice!
410,1944,96303,32,87,1404,45,2,35,16,1,0,21,M,2nd Cycle,Married,OK nice!
411,1953,106209,24,82,890,50,4,33,7,5,1,33,M,Graduation,Married,Kind of OK
412,1976,66230,22,9,662,54,13,16,16,0,1,33,F,Graduation,Together,Kind of OK
413,1942,127449,36,86,1795,19,6,61,9,5,0,10,M,Graduation,Together,Take my money!!
414,1946,115195,38,0,1852,44,0,36,13,7,0,12,M,Graduation,Married,OK nice!
415,1959,73124,25,56,830,68,3,23,3,2,1,27,M,Graduation,Together,Meh...
416,1942,115686,37,75,1860,31,6,50,8,5,0,9,M,Graduation,Married,OK nice!
417,1967,71537,30,29,1087,75,1,22,2,1,0,42,M,Graduation,Married,OK nice!
418,1954,100923,33,10,1399,57,11,21,4,7,0,37,M,2nd Cycle,Widow,OK nice!
419,1952,87077,29,60,1150,62,0,23,8,7,0,26,M,2nd Cycle,Together,Take my money!!
420,1969,76044,24,29,649,44,6,40,6,4,1,46,F,Graduation,Together,Kind of OK
421,1944,93716,31,30,1341,22,26,36,7,9,0,19,M,2nd Cycle,Widow,OK nice!
422,1945,112791,42,29,2102,64,3,29,0,3,0,13,F,Master,Married,OK nice!
423,1945,96253,36,79,1660,36,10,36,8,10,0,16,M,2nd Cycle,Married,OK nice!
424,1964,70471,10,43,117,90,0,9,0,1,1,49,F,PhD,Married,Kind of OK
425,1978,50344,10,49,42,65,6,25,2,2,1,63,M,Graduation,Married,Meh...
426,1987,38847,10,44,41,22,2,66,5,6,1,65,M,Graduation,Married,Meh...
427,1952,94370,40,62,1658,69,0,22,4,5,1,38,F,Graduation,Married,Take my money!!
428,1994,18473,12,43,42,7,22,26,22,23,1,61,F,1st Cycle,Single,Kind of OK
429,1973,61641,18,87,253,75,1,22,0,2,1,72,M,Master,Divorced,OK nice!
430,1993,14209,11,64,74,27,22,37,12,2,1,33,M,2nd Cycle,Together,Meh...
431,1975,53302,8,15,41,58,4,25,5,8,1,47,F,2nd Cycle,Married,Meh...
432,1987,47816,12,69,88,29,19,32,1,19,1,65,M,Graduation,Married,Kind of OK
433,1941,90570,33,10,1349,78,1,16,2,2,0,36,F,Master,Married,OK nice!
434,1946,102695,43,10,1796,80,2,14,4,0,1,49,M,Graduation,Married,OK nice!
435,1936,122962,43,20,2231,75,0,22,2,0,0,9,M,PhD,Married,Take my money!!
436,1988,19842,9,8,17,34,8,45,2,11,1,64,M,Graduation,Married,Meh...
437,1939,95122,32,32,1467,60,4,27,5,4,0,15,M,Graduation,Together,Take my money!!
438,1993,28532,10,73,17,26,6,40,21,7,1,74,M,2nd Cycle,Married,Meh...
439,1984,43846,6,37,31,13,20,9,10,48,1,39,M,1st Cycle,Single,Meh...
440,1972,39641,18,56,259,57,6,35,0,2,1,65,M,2nd Cycle,Married,OK nice!
441,1993,27371,10,34,35,10,23,30,13,24,1,65,M,2nd Cycle,Married,Kind of OK
442,1941,100554,32,20,1403,54,1,43,1,1,0,17,F,Master,Widow,Take my money!!
443,1972,46366,22,42,492,62,5,27,2,4,,43,F,Graduation,Married,Kind of OK
444,1987,35677,11,6,32,48,4,42,4,2,1,75,F,Graduation,Together,Meh...
445,1970,81962,27,66,763,80,1,17,0,1,1,59,M,Master,Married,OK nice!
446,1971,64200,15,24,217,80,1,18,1,1,1,60,M,Graduation,Married,Meh...
447,1951,100443,26,23,946,17,26,22,26,10,1,31,M,1st Cycle,Single,OK nice!
448,1968,77207,20,3,433,69,3,22,2,4,1,47,M,Graduation,Divorced,Meh...
449,1943,107364,26,88,1020,59,6,18,5,11,1,36,M,2nd Cycle,Widow,OK nice!
450,1977,63247,9,88,66,75,1,18,2,4,1,62,M,Graduation,Single,Kind of OK
451,1984,40568,11,71,55,59,2,31,4,4,1,61,M,Graduation,Single,OK nice!
452,1994,10000,11,96,29,6,40,19,12,22,,66,F,1st Cycle,Single,Kind of OK
453,1978,58873,6,24,33,68,4,28,0,0,1,44,F,PhD,Single,Kind of OK
454,1950,82436,16,99,432,88,2,9,0,1,1,26,M,Graduation,Together,OK nice!
455,1973,56437,12,66,185,25,27,34,10,5,1,33,M,Graduation,Married,OK nice!
456,1940,92043,26,56,1086,29,7,47,11,5,0,13,F,1st Cycle,Widow,OK nice!
457,1958,76848,28,71,893,34,30,25,8,3,1,46,M,1st Cycle,Single,Take my money!!
458,1989,37361,19,7,294,71,1,23,3,2,1,61,M,Master,Single,Kind of OK
459,1968,76298,27,1,899,93,1,5,1,0,0,44,M,PhD,Married,Take my money!!
460,1974,66184,27,28,822,67,1,26,4,2,1,43,M,2nd Cycle,Married,Take my money!!
461,1989,34866,9,61,28,18,6,48,8,21,1,58,M,Graduation,Single,Meh...
462,1969,41159,5,65,16,31,8,37,24,0,1,43,F,Graduation,Married,Horrible
463,1962,73941,17,17,443,77,0,20,1,2,,37,M,Graduation,Together,OK nice!
464,1972,64549,7,452,19,69,0,22,5,3,1,48,M,Graduation,Married,OK nice!
465,1979,62923,9,80,118,77,1,20,1,1,1,38,F,Graduation,Together,OK nice!
466,1946,108514,37,79,1859,29,12,37,8,14,0,9,F,1st Cycle,Married,Take my money!!
467,1937,100566,35,93,1659,31,13,48,6,2,0,16,F,2nd Cycle,Together,Take my money!!
468,1969,57266,29,63,839,81,0,15,2,2,1,57,M,2nd Cycle,Married,OK nice!
469,1983,59777,11,2,90,63,2,31,1,3,1,62,F,Master,Married,Kind of OK
470,1957,95373,13,63,346,65,4,28,0,3,1,24,F,Graduation,Single,Meh...
471,1937,121029,31,94,1088,50,8,28,9,5,1,57,F,2nd Cycle,Together,OK nice!
472,1992,40406,9,44,92,38,2,30,14,16,1,25,M,Graduation,Single,Kind of OK
473,1962,73732,16,22,256,91,0,8,0,0,1,58,M,PhD,Divorced,OK nice!
474,1981,64538,26,49,658,54,7,26,10,4,1,69,M,Graduation,Single,Take my money!!
475,1981,46942,14,68,184,52,5,33,5,5,1,54,F,Graduation,Married,Kind of OK
476,1957,76993,39,27,1595,61,8,16,6,9,1,40,M,Graduation,Together,Take my money!!
477,1950,103133,38,35,1727,54,1,23,8,14,1,19,F,Graduation,Married,OK nice!
478,1975,50795,12,70,118,66,2,30,0,1,1,56,M,PhD,Married,Kind of OK
479,1954,99161,25,19,950,68,1,23,5,3,1,25,F,PhD,Married,Meh...
480,1945,109235,36,60,1723,68,8,15,1,8,0,15,F,Graduation,Together,OK nice!
481,1951,90354,16,21,442,71,1,22,2,4,1,31,M,Graduation,Married,Meh...
482,1957,71681,14,7,255,62,0,30,4,3,1,43,M,Graduation,Married,Kind of OK
483,1984,41412,9,58,35,25,2,41,11,21,1,60,M,1st Cycle,Married,Kind of OK
484,1974,66128,19,26,395,62,7,29,1,1,1,49,M,Graduation,Married,Meh...
485,1968,65300,14,37,261,66,7,18,1,8,1,44,F,2nd Cycle,Together,Meh...
486,1953,97467,30,39,1151,74,3,19,2,2,1,39,F,PhD,Married,OK nice!
487,1994,17165,17,65,223,17,21,16,21,24,0,67,F,1st Cycle,Together,Kind of OK
488,1942,121919,42,64,2103,46,13,37,3,0,0,13,M,Master,Divorced,OK nice!
489,1947,89500,34,86,1348,57,10,18,4,10,0,41,F,Graduation,Single,OK nice!
490,1955,95821,20,85,660,28,27,27,12,6,1,33,M,2nd Cycle,Together,OK nice!
491,1942,109046,37,23,1792,29,10,50,6,5,0,11,F,Graduation,Single,OK nice!
492,1945,93838,24,84,838,66,3,17,6,8,1,31,F,Graduation,Together,Meh...
493,1965,59145,9,33,55,31,7,28,20,14,1,52,M,Graduation,Divorced,Meh...
494,1942,101944,32,66,1465,39,8,42,4,7,0,13,M,Graduation,Together,OK nice!
495,1995,37851,8,549,20,6,25,18,29,22,0,63,M,1st Cycle,Single,Meh...
496,1978,46672,11,77,152,69,0,26,2,3,1,41,M,Graduation,Married,OK nice!
497,1977,53686,8,3,56,46,8,37,7,2,1,44,M,Graduation,Single,Meh...
498,1941,95582,39,34,1787,34,4,54,3,4,0,13,M,Graduation,Married,OK nice!
499,1959,85157,19,28,660,53,7,29,6,5,1,19,M,Graduation,Together,Meh...
500,1956,76622,27,26,951,42,3,29,14,12,1,28,M,Graduation,Divorced,OK nice!
501,1977,64090,12,26,91,77,1,17,1,4,1,69,M,Graduation,Single,OK nice!
502,1984,49278,11,56,63,41,10,41,7,1,1,67,F,Graduation,Married,Meh...
503,1975,44729,11,55,92,77,1,21,1,1,1,50,F,PhD,Single,Meh...
504,1963,68959,25,12,716,68,10,15,3,4,1,45,F,Graduation,Together,OK nice!
505,1940,88158,31,16,1411,43,6,35,7,9,0,13,M,Graduation,,Take my money!!
506,1951,80917,29,77,1084,56,1,37,0,5,1,28,M,Graduation,Together,Take my money!!
507,1941,106097,37,66,1599,66,3,26,2,3,1,32,M,PhD,Married,Take my money!!
508,1983,63852,8,94,65,45,1,45,1,8,1,61,F,Graduation,Single,OK nice!
509,1963,93822,32,52,1215,82,1,15,0,2,1,43,M,Graduation,Together,Take my money!!
510,1974,49711,7,446,19,63,7,15,8,7,1,48,M,1st Cycle,Single,Kind of OK
511,1951,105483,36,46,1464,56,3,32,5,4,1,47,F,Graduation,Widow,Take my money!!
512,1972,50659,7,4,55,61,5,31,1,1,1,38,F,Graduation,Widow,Meh...
513,1965,69375,30,71,952,88,0,11,0,0,1,57,F,Master,Married,Take my money!!
514,1965,73465,16,48,339,78,3,12,3,4,0,64,F,Graduation,Together,Kind of OK
515,1940,100469,40,70,1923,56,8,30,1,5,0,13,M,Graduation,Married,OK nice!
516,1966,64386,18,95,391,81,2,12,3,3,1,45,F,2nd Cycle,Widow,Meh...
517,1936,122409,41,38,2046,35,11,36,5,14,0,11,F,Graduation,Married,Take my money!!
518,1944,99984,33,12,1468,43,3,39,6,10,0,15,M,Master,Married,OK nice!
519,1970,58409,9,94,31,36,9,44,6,5,1,63,F,Graduation,Married,OK nice!
520,1941,99890,41,78,1985,49,3,46,1,1,0,13,M,Graduation,,OK nice!
521,1956,88207,21,1,778,18,42,11,16,13,1,25,M,1st Cycle,Married,Meh...
522,1978,49102,9,40,117,48,4,36,4,8,1,38,M,1st Cycle,Married,OK nice!
523,1980,43141,15,58,148,53,1,34,10,2,1,58,M,Graduation,Married,Meh...
524,1961,81290,14,33,264,87,1,11,1,0,1,47,M,Graduation,Together,OK nice!
525,1957,87033,20,9,706,55,2,31,10,2,0,22,F,Graduation,Single,Meh...
526,1982,30591,11,67,50,39,7,38,6,10,1,63,M,Graduation,Married,OK nice!
527,1994,10000,14,24,70,5,26,21,16,32,0,68,F,1st Cycle,Single,Kind of OK
528,1979,50687,10,60,63,70,3,22,1,3,1,49,F,Graduation,Married,OK nice!
529,1936,134689,46,99,2412,58,3,33,0,5,0,8,M,Graduation,Divorced,Take my money!!
530,1980,55403,20,52,346,83,1,15,1,0,1,78,F,Master,Together,OK nice!
531,1974,59066,8,65,41,74,1,24,1,0,1,43,M,Graduation,Married,OK nice!
532,1965,79670,23,80,546,93,0,6,1,0,1,70,F,Graduation,Married,Kind of OK
533,1994,33103,7,49,28,15,34,19,32,0,1,51,M,1st Cycle,Together,Kind of OK
534,1991,38678,9,19,40,15,16,39,18,13,1,59,F,Graduation,Single,OK nice!
535,1939,103261,37,10,1786,42,6,30,7,15,0,14,M,Graduation,Widow,OK nice!
536,1979,33795,9,92,24,50,4,37,4,5,1,57,M,Master,Married,Kind of OK
537,1948,88946,25,78,958,78,3,16,0,3,0,28,M,Graduation,Together,Meh...
538,1975,63621,10,56,117,20,18,42,17,3,1,47,M,1st Cycle,Married,OK nice!
539,1981,40075,10,71,153,53,15,18,1,13,1,28,F,2nd Cycle,Divorced,Meh...
540,1963,75974,32,91,1211,75,4,18,2,1,0,45,M,2nd Cycle,Married,Take my money!!
541,1959,73508,21,16,652,47,8,36,2,7,1,31,M,Graduation,Married,Meh...
542,1936,122826,50,1,2471,50,3,37,4,6,0,15,M,Graduation,Together,OK nice!
543,1985,57509,14,83,183,19,7,50,20,5,1,53,M,Graduation,Single,OK nice!
544,1968,70622,18,90,391,76,2,17,2,3,1,46,M,2nd Cycle,Divorced,OK nice!
545,1989,45552,10,31,48,37,5,48,6,4,1,68,F,Master,Single,OK nice!
546,1978,43527,12,98,92,63,5,26,6,0,1,45,F,2nd Cycle,Married,OK nice!
547,1952,99946,35,41,1404,77,3,16,2,2,1,45,F,Graduation,Widow,Take my money!!
548,1958,84282,27,95,1027,37,0,41,10,11,1,24,F,2nd Cycle,Married,OK nice!
549,1945,88845,24,21,955,52,5,27,7,10,,17,M,Graduation,Married,Meh...
550,1942,110209,44,71,2101,46,8,32,9,5,0,17,M,2nd Cycle,Divorced,Take my money!!
551,1948,100235,31,100,1473,65,2,30,1,2,0,8,F,Master,Divorced,Take my money!!
552,1941,109032,48,97,2411,40,6,41,11,1,0,16,F,2nd Cycle,Married,Take my money!!
553,1983,28859,13,75,47,30,2,49,8,11,1,76,F,2nd Cycle,Together,Kind of OK
554,1995,10000,9,8,23,5,24,12,26,33,1,64,M,1st Cycle,Single,Kind of OK
555,1954,80870,28,68,830,73,4,19,1,3,1,48,M,Graduation,Married,Take my money!!
556,1991,33669,9,326,14,8,27,31,14,20,1,73,M,2nd Cycle,Single,Kind of OK
557,1963,61318,13,97,300,46,11,29,7,8,1,30,M,Graduation,Together,OK nice!
558,1949,117670,43,28,2228,33,13,51,3,0,0,11,M,Graduation,Married,OK nice!
559,1946,95678,33,42,1467,43,3,49,4,2,,15,F,Graduation,Divorced,OK nice!
560,1972,64185,15,5,188,48,2,42,8,0,1,64,F,2nd Cycle,Married,Kind of OK
561,1984,53399,24,88,830,48,12,25,4,11,0,26,F,1st Cycle,Single,Meh...
562,1946,107131,32,89,1534,72,3,18,4,3,0,14,M,Master,Single,OK nice!
563,1948,119218,40,86,2043,47,4,40,4,4,0,8,M,Master,Together,OK nice!
564,1949,87060,19,19,652,56,5,18,4,17,0,16,M,PhD,Together,OK nice!
565,1937,106995,43,62,2105,31,6,44,5,14,0,13,M,2nd Cycle,Together,Take my money!!
566,1988,55886,26,99,655,41,1,50,5,3,1,64,M,Graduation,Married,Take my money!!
567,1979,50698,23,64,647,74,0,24,1,1,1,36,M,PhD,Together,Meh...
568,1985,39363,8,136,14,33,12,47,8,0,1,62,F,Graduation,Single,Meh...
569,1965,70630,30,92,952,90,0,8,1,1,1,42,M,Graduation,Single,Take my money!!
570,1955,79736,9,27,222,62,4,22,1,11,1,18,F,2nd Cycle,Together,Meh...
571,1955,98189,28,68,1156,78,3,18,1,0,1,24,M,Master,Together,Take my money!!
572,1961,73953,20,51,545,96,0,4,0,0,1,39,M,PhD,Together,Meh...
573,1983,46522,17,91,259,53,2,33,5,7,1,50,F,Graduation,Single,OK nice!
574,1976,69054,14,66,188,76,1,17,4,3,1,62,F,Master,Together,Meh...
575,1946,116343,27,39,1218,24,8,53,12,3,0,16,F,Graduation,Married,OK nice!
576,1948,84670,39,40,1541,65,1,22,6,6,0,50,F,Graduation,Widow,OK nice!
577,1994,27974,12,14,43,5,29,25,10,31,0,74,F,1st Cycle,Single,OK nice!
578,1976,68052,17,11,295,34,22,27,17,0,1,57,M,Master,Married,Kind of OK
579,1957,82877,24,87,900,55,9,25,10,1,1,21,M,Graduation,Divorced,OK nice!
580,1987,39629,11,32,42,30,10,53,1,7,1,77,M,Master,Married,OK nice!
581,1988,44469,19,44,343,31,14,27,10,18,1,52,M,Graduation,Together,OK nice!
582,1989,10182,7,29,33,46,11,33,6,4,1,24,M,Graduation,,OK nice!
583,1977,47569,8,21,34,75,1,21,2,1,1,58,M,Graduation,Married,OK nice!
584,1974,70721,13,88,117,48,7,32,5,8,1,70,M,Graduation,Married,Meh...
585,1946,99930,34,57,1536,42,3,39,7,10,0,21,F,Graduation,Single,Take my money!!
586,1991,47382,8,503,19,20,5,48,17,11,1,64,M,Graduation,Single,Kind of OK
587,1966,53792,15,48,217,97,0,3,0,0,1,52,M,PhD,Single,Kind of OK
588,1972,65649,8,4,66,73,1,22,3,2,1,46,M,Graduation,Married,Meh...
589,1983,43060,10,52,40,60,4,26,5,5,1,59,F,Graduation,Single,Kind of OK
590,1975,51603,11,6,119,68,2,27,2,1,1,59,M,PhD,Married,OK nice!
591,1992,26717,9,323,13,19,5,55,6,15,1,69,F,Graduation,Single,OK nice!
592,1986,36229,6,8,19,22,18,40,3,17,1,54,M,Graduation,Divorced,OK nice!
593,1954,83592,24,29,655,58,1,24,3,14,1,51,M,Graduation,Together,Meh...
594,1939,115623,36,20,1724,20,11,28,22,19,0,16,M,2nd Cycle,Together,Take my money!!
595,1991,55943,11,98,64,17,15,50,0,18,1,70,M,Graduation,Together,Kind of OK
596,1972,55301,18,29,386,70,1,27,0,2,1,39,F,Graduation,Married,OK nice!
597,1959,87553,24,77,901,25,18,43,9,4,1,24,M,Graduation,Married,Meh...
598,1948,78801,26,76,1089,28,16,39,12,5,,12,F,Graduation,Together,Take my money!!
599,1973,61377,11,28,64,74,1,24,1,0,1,61,M,PhD,Single,Meh...
600,1976,52407,10,1,36,57,5,31,4,3,1,67,F,2nd Cycle,Divorced,Kind of OK
601,1942,112747,27,76,1207,11,22,22,19,26,0,19,M,1st Cycle,Together,OK nice!
602,1994,22038,8,12,19,12,26,13,35,14,0,46,M,1st Cycle,Together,OK nice!
603,1959,85182,25,1,887,66,3,26,1,4,1,26,M,Master,Single,Kind of OK
604,1944,125745,42,44,2109,63,5,24,2,6,0,14,M,Graduation,Divorced,OK nice!
605,1994,15975,11,62,32,13,4,45,16,21,1,62,M,1st Cycle,Married,OK nice!
606,1977,55617,12,57,149,52,6,30,5,7,1,50,F,1st Cycle,Single,Kind of OK
607,1971,73525,23,65,542,60,0,37,2,1,1,57,F,Graduation,Married,OK nice!
608,1976,56752,23,28,600,54,8,31,5,3,1,36,M,PhD,Together,Meh...
609,1951,90217,37,62,1727,26,32,35,3,4,0,21,M,2nd Cycle,Married,OK nice!
610,1936,95803,25,29,1087,33,10,38,10,9,0,10,M,2nd Cycle,Widow,OK nice!
611,1944,123608,44,76,2229,27,5,59,3,6,0,16,M,Graduation,Married,Take my money!!
612,1960,73340,21,26,489,67,3,27,1,2,1,46,M,Graduation,Divorced,Kind of OK
613,1940,94594,26,71,1091,42,20,27,2,9,0,16,F,Graduation,Married,Take my money!!
614,1950,106343,32,98,1273,69,1,27,2,1,1,37,F,Graduation,Married,Take my money!!
615,1994,10000,5,138,14,37,7,30,24,3,1,23,M,1st Cycle,Single,Kind of OK
616,1994,24615,13,93,35,5,47,35,12,1,1,80,M,1st Cycle,Single,Meh...
617,1958,86099,27,58,1021,59,6,26,5,4,0,29,M,Graduation,Married,Take my money!!
